Journal,Issn,Publisher,Society,Author guideline url,Data citation score,Data citation justification,Data transparency score,Data transparency justification,Analysis code transparency score,Analysis code transparency justification,Materials transparency score,Materials transparency justification,Design & analysis reporting guidelines score,Design & analysis reporting guidelines justification,Study preregistration score,Study preregistration justification,Analysis plan preregistration score,Analysis plan preregistration justification,Replication score,Replication justification,Registered reports & publication bias score,Registered reports & publication bias justification,Open science badges score,Open science badges justification,Total
TESOL Quarterly,1545-7249,Wiley,,https://onlinelibrary.wiley.com/page/journal/15457249/homepage/forauthors.html,0,,0,"This journal encourages data sharing, but does not require it.",0,,0,"This journal encourages sharing of research materials, but does not require it. ",0,,0,,0,,0,,0,,0,,0
Studies in Second Language Acquisition,1470-1545,Cambridge University Press,,https://www.cambridge.org/core/journals/studies-in-second-language-acquisition/information/instructions-contributors,0,,0,"This journal encourages data sharing, but does not require it.",0,,0,,0,,0,,0,,1,,0,,1,,2
Studies in Science Education,1940-8412,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rsse20,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Studies in Higher Education,1470-174X,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cshe20,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Strategic Organization,1741-315X,SAGE,,https://journals.sagepub.com/author-instructions/SOQ,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Sociology of Education,1939-8573,SAGE,,https://journals.sagepub.com/author-instructions/SOE,0,,0,"This journal encourages, but does not require, data sharing. No mentions of data availability statements are made.",0,,0,,0,,0,,,,0,,0,,0,,0
Scientific Studies of Reading,1532-799X,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hssr20,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,It is not clear if Registered Reports may be conducted for replication studies as well as for novel research. ,3,,0,,4
Scientific Data,2052-4463,Springer Nature,,https://www.nature.com/sdata/policies/editorial-and-publishing-policies/,3,"In reference to data citation practices: ""Scientific Data staff will provide further guidance after peer-review.""",2,Authors must deposit their datasets in an appropriate repository prior to peer review. ,1,,1,,0,,1,"Encourages preregistration and, if preregistered, requires a link be provided to it.",1,Encourages preregistration of study and analysis plans.,1,Encourages replication studies.,0,,0,,10
Meta-Psychology,2003-2714,LNU Open,,https://open.lnu.se/index.php/metapsychology/about/submissions,3,,3,,3,,3,,3,,2,,2,,3,,3,,2,,27
Science Education,1098-237X,Wiley,,https://onlinelibrary.wiley.com/page/journal/1098237x/homepage/forauthors.html,1,,0,"Authors are encouraged, but not required, to include a data availability statement and to put shareable data into a repository. ",0,,0,,0,,0,,0,,0,,0,,0,,1
Research Synthesis Methods,1759-2887,Wiley,,https://onlinelibrary.wiley.com/page/journal/17592887/homepage/forauthors.html,2,,1,"The journal ""expects"" that data be shared in a repository and points to Wiley's ""Expects Data Sharing"" policy page, where DAS's are required but where data availability is not mandated. ",2,"""Authors are required to provide any previously unreported custom computer code used to generate the results described in the manuscript.""",,,0,,0,,0,,0,,0,,0,,5
Research in Higher Education,1573-188X,Springer Nature,,https://www.springer.com/journal/11162/submission-guidelines,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Reading Research Quarterly,1936-2722,Wiley,,https://ila.onlinelibrary.wiley.com/hub/journal/19362722/author-guidelines.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Medical Education,1365-2923,Wiley,,https://onlinelibrary.wiley.com/page/journal/13652923/homepage/forauthors.html,1,,0,"Though data availability statements are encouraged, they are not required. ",0,,0,,0,,0,,0,,0,,0,,0,,1
Learning and Instruction,0959-4752,Elsevier,,https://www.elsevier.com/journals/learning-and-instruction/0959-4752/guide-for-authors,1,,0,"Authors are encouraged, but not required, to include a data availability statement and to put shareable data into a repository. ",0,,0,,0,,0,,0,,3,,3,,0,,7
"Language, Culture and Curriculum",1747-7573,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rlcc20,1,,0,"Though data availability statements are encouraged, they are not required. ",0,,0,,0,,0,,0,,0,,0,,0,,1
Language Teaching Research,1477-0954,SAGE,,https://journals.sagepub.com/author-instructions/LTR,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Journal of Vocational Behavior,0001-8791,Elsevier,,https://www.elsevier.com/journals/journal-of-vocational-behavior/0001-8791/guide-for-authors,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of the Learning Sciences,1532-7809,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hlns20,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Teacher Education,1552-7816,SAGE,,https://journals.sagepub.com/author-instructions/JTE,0,,0,"Authors are encouraged, but not required, to include a data availability statement and to put shareable data into a repository. ",0,,0,,0,,0,,0,,0,,0,,0,,0
Journal of Second Language Writing,1060-3743,Elsevier,,https://www.elsevier.com/journals/journal-of-second-language-writing/1060-3743/guide-for-authors,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Research on Educational Effectiveness,1934-5739,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uree20,1,,0,"Though data availability statements are encouraged, they are not required. ",0,,0,,0,,0,,0,,0,,0,,2,,3
Journal of Research in Science Teaching,1098-2736,Wiley,,https://onlinelibrary.wiley.com/page/journal/10982736/homepage/forauthors.html,2,,0,"""Authors should include a data accessibility statement"" It is unclear if articles MUST include a DAS. ",0,,0,,0,,0,,0,,0,,0,,0,,2
Journal of Human Evolution,0047-2484,Elsevier,,https://www.journals.elsevier.com/journal-of-human-evolution,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Hospitality and Tourism Research,1557-7554,SAGE,,https://journals.sagepub.com/author-instructions/JHT,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Journal of Higher Education,1538-4640,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uhej20,1,,0,"Authors are encouraged, but not required, to include a data availability statement and to put shareable data into a repository. ",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Engineering Education,2168-9830,Wiley,,https://onlinelibrary.wiley.com/page/journal/21689830/homepage/forauthors.html,,,0,"Reviewers are asked to evaluate if the data support the conclusions, but there is no indication that underlying data must be made available.",0,,0,,1,"Author guidelines point to the ""Standards for Reporting on Empirical Social Science Research in AERA Publications""",0,,0,,1,"""Replication studies are welcome""",0,,,,2
Journal of Educational Psychology,1939-2176,American Psychological Association,,https://www.apa.org/pubs/journals/edu/?tab=4,1,,0,"APA policy requires that authors retain data and make available upon reasonable request, though there is no requirement for a data availability statement and no requirement for data transparency in a repository when ethically possible. ",0,,0,,1,,1,,1,,0,Not clear if encourages the submission of replication studies. ,3,,2,,9
Journal of Education Policy,1464-5106,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tedp20,1,,0,"Authors are encouraged, but not required, to post data in a repository and  include a data availability statement. ",0,,0,,0,,0,,0,,0,,0,,0,,1
International Journal of Computer-Supported Collaborative Learning,1556-1615,Springer Nature,,https://www.springer.com/journal/11412/submission-guidelines?referer=www.springeronline.com,0,,0,"Data availability must ""comply with field standards,"" though it is unclear what authors are required to do. Furthermore, data must be made available at request, though there are no guidelines for data availability statements or requirements to archive.",0,"Code availability must ""comply with field standards,"" though it is unclear what authors are required to do. ",0,,0,,0,,0,,0,,0,,0,,0
Journal of Personality,1467-6494,Wiley,,https://onlinelibrary.wiley.com/page/journal/14676494/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
AER: Insights,2640-2068,American Economics Association,,https://www.aeaweb.org/journals/aeri,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
AEA Papers & Proceedings,2574-0776 ,American Economics Association,,https://www.aeaweb.org/journals/pandp,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
Advances in Methodologies and Practices in Psychological Science,2515-2467,SAGE,,https://www.psychologicalscience.org/publications/ampps/ampps-submission-guidelines,2,,2,,2,,2,,3,,3,,3,,3,,3,,2,,25
Collabra,2474-7394,University of California Press,,https://www.collabra.org/about/editorialpolicies/,2,,2,,2,,2,,2,,2,,2,,3,,3,,0,,20
Nature Human Behavior,2397-3374,Springer Nature,,https://www.nature.com/nathumbehav/info/gta,1,,1,,1,,0,,2,,2,,2,,3,,3,,0,,15
Comprehensive Results in Social Psychology,2374-3611,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rrsp20,2,,2,,2,,2,,3,,3,,3,,3,,3,,0,,23
Journal of Economic Literature,2328-8175,American Economics Association,,https://www.aeaweb.org/journals/mic,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
Experimental Psychology,2190-5142,Hogrefe,,https://us.hogrefe.com/fileadmin/user_upload/global/journals/Hogrefe_Publishing/Experimental_Psychology/zea_author_instructions_general_2018_08_17_final.pdf,2,,2,,2,,2,,0,,0,,0,,3,,3,,0,,14
Exceptional Children,2163-5560,SAGE,,https://journals.sagepub.com/author-instructions/ECX,1,,1,,1,,1,,1,,1,,1,,3,,3,,2,,15
Social Psychology,2151-2590,Hogrefe,,https://us.hogrefe.com/fileadmin/user_upload/global/journals/Hogrefe_Publishing/Social_Psychology/zsp_author_instructions_general_2019-01-10.pdf,0,,2,,2,,2,,2,,1,,1,,1,,0,,0,,11
BMC Psychology,2050-7283,Springer Nature,,https://www.biomedcentral.com/getpublished/editorial-policies#availability+of+data+and+materials,2,,1,,1,,1,,1,,0,,0,,0,,2,,0,,8
British Journal of Social Psychology,2044-8309,Wiley,,https://onlinelibrary.wiley.com/page/journal/20448309/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,3
Social Psychological and Personality Science,1948-5514,SAGE,,https://journals.sagepub.com/author-instructions/SPP,0,,1,,1,,2,,2,,0,,0,,1,,0,,0,,7
AEJ: Applied Economics,1945-7790,American Economics Association,,https://www.aeaweb.org/journals/app,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
AEJ: Economic Policy,1945-774X,American Economics Association,,https://www.aeaweb.org/journals/pol,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
AEJ: Macroeconomics,1945-7715,American Economics Association,,https://www.aeaweb.org/journals/mac,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
AEJ: Microeconomics,1945-7685,American Economics Association,,https://www.aeaweb.org/journals/mic,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
Academy of Management Learning & Education,1944-9585,Academy of Management,,http://aom.org/Publications/AMLE/Information-for-Contributors.aspx,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
American Economic Review,1944-7981,American Economics Association,,https://www.aeaweb.org/journals/aer/submissions/guidelines,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
Journal of Economic Perspectives,1944-7965,American Economics Association,,https://www.aeaweb.org/journals/jep,0,,3,,3,,0,,0,,1,"Study registration is required for field experiments and RCTs, but not lab or observational research. Level 1 incidicates that a reader can clearly tell if the work was preregistered because of the implications of this policy.",0,"Registered studies do not necessarily contain a ""pre-analysis plan.""",0,,0,,0,,7
Harvard Educational Review,1943-5045,Harvard Education Press,,https://www.hepg.org/special/navigation/her-main/guidelines-for-authors,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Journal of Social Psychology,1940-1183,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vsoc20,0,,1,,1,,2,,0,,0,,0,,1,,0,,2,,7
Cultural Diversity & Ethnic Minority Psychology,1939-0106,American Psychological Association,,https://www.apa.org/pubs/journals/cdp/?tab=4,2,"Guidelines state that data ""must should be appropriately cited"" is a likely typo.",1,,1,,1,,2,,1,,1,,1,,3,,2,,15
Educational Evaluation and Policy Analysis,1935-1062,SAGE,,https://www.aera.net/Portals/38/docs/12ERv35n6_Standard4Report%20.pdf,0,Not mentioned,0,"The collection of data or empirical materials should be clearly described, including how and when they were gathered, by whom, and for what purposes. Description should also address salient processes and judgments that went into specification of data collection and a rationale for these choices. The description should be precise and sufficiently complete to enable another researcher, where appropriate, to understand what was done and, where appropriate, to replicate or reproduce the methods of data collection under the same or altered research circumstances.",0,"The procedures used for analysis should be precisely and transparently described from the beginning of the study through presentation of the outcomes. Reporting should make clear how the analysis procedures address the research question or problem and lead to the outcomes reported. The relevance of the analysis procedures to the problem formulation should be made clear. Analytic techniques should be described in sufficient detail to permit understanding of how the data were analyzed and the processes and assumptions underlying specific techniques (e.g., techniques used to undertake content analysis, discourse or text analysis, deliberation analysis, time use analysis, network analysis, or event history analysis).",0,The data or empirical materials relevant to the conclusions should be maintained in a way that a qualified researcher with a copy of the relevant data and description of the analysis procedures could reproduce the analysis or trace the trail of evidence leading to the author’s conclusions,0,Reporting standards are not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,,0,,0,,0
Review of Educational Research,1935-1046,SAGE,,https://journals.sagepub.com/author-instructions/RER,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Educational Researcher,1935-102X,SAGE,,https://journals.sagepub.com/author-instructions/EDR,2,"Reference each publicly available dataset with its title, author, date, and a persistent Web identifier such as a digital object identifier (DOI), a handle, or a uniform resource name (URN).",0,,0,,0,,1,"Researchers who intend to submit material for publication by AERA should consult the Standards for Reporting on Empirical Social Science Research in AERA Publications, adopted by the AERA Council in 2006.",0,,0,,0,,0,,0,,3
American Educational Research Journal,1935-1011,SAGE,,https://journals.sagepub.com/author-instructions/AER,0,,0,,0,,0,,1,Journal articulates standards at this URL: http://www.aera.net/Publications/Standards-for-Research-Conduct,0,,0,,0,,0,,0,,1
Gifted Child Quarterly,1934-9041,SAGE,,https://journals.sagepub.com/author-instructions/GCQ,2,,1,,1,,1,,1,,1,,1,,3,,3,,2,,16
Judgment and Decision Making,1930-2975,Society for Judgment and Decision Making,,http://journal.sjdm.org/,1,,1,,2,,1,,2,"See ""Statistical policies of JDM""",0,,0,,1,,3,,0,,11
Critical Studies in Education,1750-8495,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcse20,1,Authors are further encouraged to cite any data sets referenced in the article and provide a Data Availability Statement.,1,"If there is a data set associated with the paper, please provide information about where the data supporting the results or analyses presented in the paper can be found.",0,Not mentioned.,0,Not mentioned.,0,Not mentioned.,0,Not mentioned.,0,Not mentioned.,0,Not mentioned,0,,0,,2
Social Cognitive and Affective Neuroscience,1749-5024,Oxford University Press,,https://academic.oup.com/scan/pages/General_Instructions,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Educational Research Review,1747-938X,Elsevier,,https://www.elsevier.com/journals/educational-research-review/1747-938X?generatepdf=true,0,Not mentioned,0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,Reporting standards are not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,,0,,0
Social Neuroscience,1747-0927,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=psns20,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Clinical Child and Family Psychology Review,1573-2827,Springer Nature,,https://www.springer.com/journal/10567/submission-guidelines,1,"Authors should make sure they have permissions for the use of software, questionnaires/(web) surveys and scales in their studies (if appropriate). No data, text, or theories by others are presented as if they were the author’s own (‘plagiarism’). Proper acknowledgements to other works must be given (this includes material that is closely copied (near verbatim), summarized and/or paraphrased), quotation marks (to indicate words taken from another source) are used for verbatim copying of material, and permissions secured for material that is copyrighted.",0,"The journal encourages authors, where possible and applicable, to deposit data that support the findings of their research in a public repository. All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.",0,All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.,0,All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.,0,Reporting standards are not mentioned.,0,,0,,0,,0,,0,,1
Journal of Applied Social Psychology,1559-1816,Wiley,,https://onlinelibrary.wiley.com/page/journal/15591816/homepage/forauthors.html,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1
Education Finance and Policy,1557-3079,MIT Press,,https://www.mitpressjournals.org/journals/edfp/sub,0,Submission guidelines mention in-text citations and reference lists but do not mention data,0,Manuscripts should provide enough descriptive information about data sets and any sample restrictions so that other researchers could replicate findings.,0,Manuscripts should provide enough descriptive information about data sets and any sample restrictions so that other researchers could replicate findings.,0,Manuscripts should provide enough descriptive information about data sets and any sample restrictions so that other researchers could replicate findings.,0,Reporting standards are not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,Not mentioned,0,,0,,0
Personality and Social Psychology Bulletin,1552-7433,SAGE,,https://journals.sagepub.com/author-instructions/PSP,0,,0,The current SPSP data policy requires sharing on request with written conditions for use. SPSP Council has approved policy changes that are expected to be level 2 in near future,0,,2,,0,,0,,0,,0,,0,,0,,2
Educational Administration Quarterly,1552-3519,SAGE,,https://journals.sagepub.com/author-instructions/EAQ,0,Not mentioned,0,"The collection of data or empirical materials should be clearly described, including how and when they were gathered, by whom, and for what purposes.",0,"Analytic techniques should be described in sufficient detail to permit understanding of how the data were analyzed and the processes and assumptions underlying specific techniques (e.g., techniques used to undertake content analysis, discourse or text analysis, deliberation analysis, time use analysis, network analysis, or event history analysis).",0,"The collection of data or empirical materials should be clearly described, including how and when they were gathered, by whom, and for what purposes.",1,"The relevant EQUATOR Network reporting guidelines should be followed depending on the type of study. For example, all randomized controlled trials submitted for publication should include a completed Consolidated Standards of Reporting Trials (CONSORT) flow chart as a cited figure, and a completed CONSORT checklist as a supplementary file.",0,Not mentioned.,0,Not mentioned.,0,Not mentioned.,0,,0,,1
Psychological Science,1467-9280,SAGE,,https://www.psychologicalscience.org/publications/aps-editorial-policies,1,,1,,1,,1,,1,,1,,1,,3,,0,The journal accepts Registered Reports for replication studies only,2,,12
Child Development,1467-8624,Wiley,,https://www.srcd.org/research/journals/child-development/author-guidelines-scientific-integrity-and-openness-child-development,1,"SRCD values diverse forms of research, including those carried out on primary data collected by researchers themselves and on secondary data from data repositories, public or non-public sources (e.g., non-author collaborators), and private or proprietary data. Authors should appropriately cite all data sources, program code, materials, and methods used in research.",1,"Policy states that authors *should* indicate data availability, but later notes that this information *will* be collected prior to publication.",1,"Policy states that authors *should* indicate code availability, but later notes that this information *will* be collected prior to publication.",1,"Policy states that authors *should* indicate material availability, but later notes that this information *will* be collected prior to publication.",1,"Basic recommendations provided for reporting participant characteristics, measurement, inclusion and exclusion criteria, and coding. ",1,,1,,1,,0,,1,,9
Asian Journal of Social Psychology,1467-839X,Wiley,,https://onlinelibrary.wiley.com/page/journal/1467839x/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Cognition and Emotion,1464-0600,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=pcem20,0,,0,,0,,0,,0,,0,,0,,3,,3,,0,,6
Group Processes & Intergroup Relations,1461-7188,SAGE,,https://us.sagepub.com/en-us/nam/journal/group-processes-intergroup-relations#submission-guidelines,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Social Behavior and Personality,1179-6391,Scientific Journal Publishers Limited,,https://www.sbp-journal.com/index.php/sbp/about/submissions/#authorGuidelines,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
European Journal of Social Psychology,1099-0992,Wiley,,https://onlinelibrary.wiley.com/page/journal/10990992/homepage/forauthors.html,0,,1,"Includes data availability in all articles as part of ""Transparency Statement""",0,,0,,0,,0,"Encourages preregistration for single study papers, but no directions for disclosing whether or not work is preregistered.",0,,0,,0,,0,,1
European Journal of Personality,1099-0984,Wiley,,https://onlinelibrary.wiley.com/page/journal/10990984/homepage/forauthors.html,1,,1,,2,,2,,2,,2,,2,,3,,3,,2,,20
Internet and Higher Education,1096-7516,Elsevier,,https://www.elsevier.com/journals/the-internet-and-higher-education/1096-7516/guide-for-authors,1,,0,"Though the journal encourages and enables data sharing and data statements, such actions are ""encouraged"" by the journal. For Level 1, the use of data availability statements must be required.",0,,0,,0,,0,,0,,0,,0,,0,,1
Science,1095-9203,AAAS,,https://www.sciencemag.org/authors/science-journals-editorial-policies,2,,2,,2,,1,"Materials are to be made available by authors upon reasonable requests, though deposition in repositories is not required.",1,,1,,1,,1,,0,,0,,11
Early Childhood Research Quarterly,0885-2006,Elsevier,,https://www.elsevier.com/journals/early-childhood-research-quarterly/0885-2006?generatepdf=true,1,This journal encourages you to cite underlying or relevant datasets in your manuscript by citing them in your text and including a data reference in your Reference List.,0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",0,"This journal supports Mendeley Data, enabling you to deposit any research data (including raw and processed data, video, code, software, algorithms, protocols, and methods) associated with your manuscript in a free-to-use, open access repository.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",1,All animal studies need to ensure they comply with the ARRIVE guidelines. ,0,Not mentioned.,0,Not mentioned.,0,Not mentioned.,0,,0,,2
Contemporary Educational Psychology,0361-476X,Elsevier,,https://www.elsevier.com/journals/contemporary-educational-psychology/0361-476x/guide-for-authors,1,This journal encourages you to cite underlying or relevant datasets in your manuscript by citing them in your text and including a data reference in your Reference List.,0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",1,All animal experiments should comply with the ARRIVE guidelines,0,Not mentioned,0,Not mentioned,0,Not mentioned,0,,0,,2
Computers and Education,0360-1315,Elsevier,,https://www.elsevier.com/journals/computers-and-education/0360-1315?generatepdf=true,1,This journal encourages you to cite underlying or relevant datasets in your manuscript by citing them in your text and including a data reference in your Reference List.,0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,Reporting standards are not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,,0,,0,,1
Social Cognition,0278-016X,Guilford Press,,https://www.guilford.com/periodicals/jncoinst.pdf,2,,2,,2,,2,,2,,1,,1,,1,,0,,0,,13
Developmental Review,0273-2297,Elsevier,,https://www.elsevier.com/journals/developmental-review/0273-2297/guide-for-authors,1,"This journal encourages you to cite underlying or relevant datasets in your manuscript by citing them in your text and including a data reference in your Reference List. Data references should include the following elements: author name(s), dataset title, data repository, version (where available), year, and global persistent identifier. Add [dataset] immediately before the reference so we can properly identify it as a data reference. The [dataset] identifier will not appear in your published article.",0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project. Provide sufficient details to allow the work to be reproduced by an independent researcher. Methods that are already published should be summarized, and indicated by a reference. If quoting directly from a previously published method, use quotation marks and also cite the source. Any modifications to existing methods should also be described.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,Reporting standards are not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,0,Not mentioned,0,,0,,1
Economics of Education Review,0272-7757,Elsevier,,https://www.elsevier.com/journals/economics-of-education-review/0272-7757?generatepdf=true,1,This journal encourages you to cite underlying or relevant datasets in your manuscript by citing them in your text and including a data reference in your Reference List.,0,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",0,"This journal supports Mendeley Data, enabling you to deposit any research data (including raw and processed data, video, code, software, algorithms, protocols, and methods) associated with your manuscript in a free-to-use, open access repository.",0,"To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",0,Reporting standards not mentioned.,0,Preregistration is not mentioned.,0,Preregistration is not mentioned.,1,The Economics of Education Review encourages the submission of studies that address the internal and/or external validity of a previously published article. ,0,,0,,2
Personality and Individual Differences,0191-8869,Elsevier,,https://www.elsevier.com/journals/personality-and-individual-differences/0191-8869/guide-for-authors,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Research in Personality,0092-6566,Elsevier,,https://www.elsevier.com/journals/journal-of-research-in-personality/0092-6566/guide-for-authors,0,,2,,2,,2,,2,,2,,2,,2,,3,,2,,19
Journal of Personality and Social Psychology,0022-3514,American Psychological Association,,https://www.apa.org/pubs/journals/psp/?tab=4,2,,1,,1,,1,,1,,0,Encourages preregistration but is not clear if disclosure of preregistration occurs in relevant cases. ,0,,3,,0,Accepts registered reports for replication studies only.,0,,9
Journal of Experimental Social Psychology,0022-1031,Elsevier,,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,1,,1,"Guidelines do state that authors are required to share data, but later imply that posting in a repository is optional (""...if you have made data available in a repository"") and data may not be shared if ""unavailable or unsuitable."" Data statement required.",0,,0,,2,,0,,0,,3,,3,,2,,12
Cortex,0010-9452,Elsevier,,https://www.elsevier.com/journals/cortex/0010-9452/guide-for-authors,3,See link in author instructions to TOP Guidelines policies. ,2,,2,,2,,2,,2,,2,,3,,3,,2,,23
